id	smiles	Carbon	Cyclic nitrogen	Heavy atoms	Acyclic double bonds	Cyclic single bonds	Cyclic double bonds	H-bond acceptor sites	H-bond acceptor atoms	Cyclic divalent nodes	Cyclic trivalent nodes	n
mol284	C1NCC=C1	4	1	5	0	4	1	1	1	5	0	5.67
mol285	CCC1NCC2CS(=O)(=O)C1N2	7	2	12	2	9	0	6	4	4	3	5.17
mol286	CC(=C)C1=NN(OCCN)C(N)=C1	8	2	13	1	3	2	6	5	2	3	4.17
mol287	CC1(C)C2CNC1(C)S(=O)(=O)N2N	7	2	13	2	8	0	7	5	2	2	4.84
mol288	OC1C2C1C(=O)CC2OC1CC1	9	0	12	1	10	0	6	3	3	6	4.70
mol289	CC1CCC2C1NC2C1(C)CCC1	12	1	13	0	12	0	1	1	6	4	5.67
mol290	NC1CC1	3	0	4	0	3	0	1	1	2	1	6.62
mol291	CC(=O)N1NCCNC2CC12	7	3	11	1	9	0	5	4	5	3	4.93
mol292	CN=CNN1C(CO)C1CC#N	7	1	12	1	3	0	6	5	0	3	4.82
mol293	CC1(C)C2C(=O)CC2(NC1=O)C#C	10	1	13	2	8	0	5	3	2	3	4.50
mol294	CNN=C1C2CC2N=C(C)N1N=C	8	2	13	2	7	1	5	5	2	5	4.02
mol295	CC1C2C(CCC(C#N)N12)C(C)=C	11	1	13	1	8	0	2	2	2	5	4.74
mol296	CCCC1CCC(CC)C=NN=C1	11	2	13	0	6	2	2	2	6	2	4.88
mol297	C=CCC=O	4	0	5	2	0	0	2	1	0	0	5.25
mol298	CCCC1=CN2CCCNN2C1=N	9	3	13	1	8	2	4	4	5	4	4.17
mol299	CC1=CC23NCC(OC2C#N)C3O1	9	1	13	0	11	1	6	4	5	4	4.78
mol300	C=CC12CCC3C(C#C)C3C1O2	11	0	12	1	10	0	2	1	3	4	4.45
mol301	C=C1OC2=C(CCC2)C2=C1N=NN2	9	3	13	1	11	3	5	4	7	5	3.86
mol302	C=CC1C2NC3C=CC=CC2NC13	11	2	13	1	11	2	2	2	6	5	4.00
mol303	CC(=CC1CO1)C1=CC(=O)C2CN12	10	1	13	2	9	1	5	3	4	5	3.90
mol304	CCC(C=O)=CC1C(O)C1C#C	10	0	12	2	3	0	4	2	0	3	3.80
mol305	CN=C1OC2CC(C2)N(C=N1)N=C	8	2	13	2	9	1	6	5	5	4	3.91
mol306	C=CC1CC2CNC1C1(CN1)C=C2	11	2	13	1	12	1	2	2	7	3	4.61
mol307	ON=CC#C	3	0	5	1	0	0	3	2	0	0	5.11
mol308	CC#CC(C)NCCN(O)C(N)=S	8	0	13	1	0	0	5	4	0	0	4.36
mol309	O=S1(=O)OC2CC2CC2NCC=C12	8	1	13	2	12	1	7	4	6	4	4.52
mol310	CC1(O)CCN(CC(N)=N)C1=O	7	1	12	2	5	0	7	5	2	2	4.85
mol311	O=S1(=O)CN2OCC3(CCO3)C2=N1	6	2	13	2	12	1	10	6	7	2	4.43
mol312	CC1CC2CC3=CCOCC13N2	10	1	12	0	12	1	3	2	7	3	5.03
mol313	NN1N=CN=C1C1C2OC1C=C2	7	3	12	0	9	3	6	5	6	5	4.90
mol314	CC12NCC(=N)N(N)C(C=C1)C=C2	9	2	13	1	9	2	4	4	6	3	3.68
mol315	CC1NC2C3NN=C(CC=O)C2C13	9	3	13	1	10	1	5	4	3	6	3.81
mol316	CCC1(COCC=C)CNCC1O	10	1	13	1	5	0	5	3	3	1	4.71
mol317	C=C1CC2CNCC1COC1CC21	11	1	13	1	14	0	3	2	7	5	4.58
mol318	CC1C2CC1(CC2CCO)ON=C	10	0	13	1	7	0	5	3	2	3	4.50
mol319	CNCC1=C(CN(N)C1=N)OC	7	1	12	1	4	1	6	5	1	4	4.38
mol320	CC12C=COC1C1CC(O)C2O1	9	0	12	0	11	1	6	3	5	4	5.03
mol321	CC1C=C(C(O)C=C)C2=NOCC12	10	1	13	1	7	2	5	3	4	4	4.29
mol322	CC12CC3COCC(CN3C1)OC2	10	1	13	0	14	0	5	3	8	3	5.37
mol323	CCOCCN1CC2CC2(C1)C#C	11	1	13	0	7	0	3	2	3	2	5.04
mol324	CC1C(CC=C)CNC2CC12C	11	1	12	1	8	0	1	1	3	3	4.66
mol325	CCN1C(=O)CN2C(C1=O)C2(C)C	9	2	13	2	8	0	6	4	1	5	4.52
mol326	CC(C=CCC#N)C(=C)CC#N	10	0	12	2	0	0	2	2	0	0	4.82
mol327	CCCC=NN1CCC(C)C1=NN	9	1	13	2	5	0	4	4	2	3	4.08
mol328	O=COC1=CC2C3CC2C1CN3	9	1	12	1	10	1	5	3	4	5	4.24
mol329	CCNCCC(CCN)C1C2CC(O)C1N2C	13	1	17	0	7	0	5	4	1	5	4.75
mol330	CC1NC(C#C)(C2CC2)C1C(O)=O	10	1	13	1	7	0	5	3	3	3	4.88
mol331	CON1CC2=NSC=C2C(=O)N=C1	7	3	13	1	8	3	7	5	6	4	4.35
mol332	CCC1OCC1(CN1CC1)C=NO	9	1	13	1	7	0	6	4	4	2	4.61
mol333	C=NNCC(=C)CC1=CSC=C1	9	0	12	2	3	2	2	2	4	1	4.36
mol334	OCCC=C1CCC=COC1	9	0	11	1	6	1	4	2	6	1	4.84
mol335	C=C1CCNC1CC1=CSC(=O)O1	9	1	13	2	8	2	5	3	6	4	4.43
mol336	CC=O	2	0	3	1	0	0	2	1	0	0	6.18
mol337	CC=C1OCC2CNC1(C=C)C2C	11	1	13	2	9	0	3	2	4	3	4.49
mol338	CC1C(=NO)C2OC2C2CC1(N)C2	9	0	13	1	11	0	6	4	3	5	4.69
mol339	CC1N=C(C)N(CC=O)C(C)=C1C	10	2	13	1	4	2	4	3	1	5	3.54
mol340	CC(O)C1NC(C)(C)C2CC2C1=O	10	1	13	1	8	0	5	3	2	4	4.46
mol341	CC1=NN(C=C1)C1=CCC=CC1=C	11	2	13	1	7	4	2	2	7	4	3.93
mol342	CN(O)C(=O)C1=CCC(O)C=C1	8	0	12	1	4	2	7	4	4	2	4.13
mol343	C=COC=C	4	0	5	2	0	0	2	1	0	0	5.25
mol344	CN1C2C(=NC3CC23C)N=C1NN	8	3	13	0	9	2	5	5	3	5	4.38
mol345	N=C1CC2CC3NC3C=CN2C=N1	9	3	13	1	12	2	4	4	7	5	4.04
mol346	CN1CCC1	4	1	5	0	4	0	1	1	3	1	6.31
mol347	CC1NC(=N)CCC2=C1OC=C2C	10	1	13	1	9	2	4	3	5	5	4.67
mol348	CC1NC(C)(CC=O)C(=C)NC1=O	9	2	13	3	6	0	6	4	2	3	4.05
mol349	CCC1=NNC2(C1)CCCON=C2	9	3	13	0	10	2	5	4	9	1	4.44
mol350	NC(=O)N(O)CC1=NC=C(S1)C=C	7	1	13	2	3	2	7	5	3	2	3.89
mol351	C=CC=C1CCCC2CC(C2)NC1	12	1	13	2	11	0	1	1	7	3	4.04
mol352	OC1COC2=CC(=O)C(=N)N2C1	7	1	12	2	9	1	8	5	4	5	4.07
mol353	CC1C2C(=N)NC(C22CC2)C1(C)N	10	1	13	1	11	0	3	3	3	4	5.08
mol354	COC1C(O)C=CC1C#CCN	9	0	12	0	4	1	5	3	2	3	4.54
mol355	NC1(C2CN2)C(C#C)C2CN2C1=N	9	2	13	1	10	0	4	4	3	5	4.75
mol356	CON=CC	3	0	5	1	0	0	3	2	0	0	5.65
mol357	CCC1COC2(C)C(C)(C#C)C12N	11	0	13	0	7	0	3	2	2	1	4.99
mol358	C1OC=C(O1)C#CC1=CC=NC=N1	9	2	13	0	7	4	6	4	9	2	3.54
mol359	CC(N(C)N=CCO)C1=CN=NS1	7	2	13	1	3	2	6	5	4	1	3.80
mol360	CC12NCCOC11CCC3(CO3)C21	10	1	13	0	15	0	5	3	8	1	5.34
mol361	CC1NCC2(O)C(O)C1CC2=O	8	1	12	1	9	0	7	4	3	4	4.27
mol362	C=CC(=O)NOC1=CC=C(N1)C=C	9	1	13	3	3	2	6	4	3	2	3.49
mol363	CC12CN1CC1COCC2CC1O	10	1	13	0	13	0	5	3	6	4	5.22
mol364	NC(C=NO)C1=CC=CNC1=O	7	1	12	2	3	3	7	5	4	2	4.17
mol365	CC(O)C1=C(C)OCC(CO)C1	9	0	12	0	5	1	6	3	3	3	5.00
mol366	C=CC1=C(CNC1)OC=CC1CN1	10	2	13	2	7	1	4	3	5	3	3.62
mol367	CNC1C2NC2C(NC(C)=O)C1N	8	1	13	1	7	0	6	5	1	5	4.96
mol368	CCNC1C(C=O)=NNCC1(C)O	8	2	13	1	5	1	7	5	3	2	3.86
mol369	C(C1CO1)C1COC2=CC=NC2=N1	9	2	13	0	10	3	6	4	8	4	3.44
mol370	CC1C2C3C4NCC(CNC14)C23N	10	2	13	0	14	0	3	3	4	6	4.94
mol371	CC(=O)C1CC2(C)NCCC12CO	10	1	13	1	8	0	5	3	4	1	4.11
mol372	CC1CC2NC3C=C(C)OC3C12C	11	1	13	0	11	1	3	2	4	5	4.86
mol373	CC1NC(=N)NCC11CC=CC1	9	2	12	1	10	1	3	3	7	2	4.74
mol374	CC=CC12CN(C1)CC2(O)C=O	9	1	12	2	7	0	5	3	3	1	4.18
mol375	CC1C2N1C(=O)C1OC2(C=C)C=C1	10	1	13	2	10	1	5	3	3	5	4.42
mol376	CC1N(C)C2=NN=CC2=CC1=C	9	3	12	1	7	3	3	3	4	5	3.24
mol377	CC12CC(C=O)C(N3CC1C3)C2=C	11	1	13	2	11	0	3	2	3	5	4.23
mol378	CC=C1C2CC2(N)CNN=CC1N	9	2	13	1	9	1	4	4	5	3	4.07
mol379	CCC(CC1CN1C=N)C=O	8	1	11	2	3	0	4	3	1	2	4.60
mol380	CNC(C)C12NC1CNN=C2NC	8	3	13	0	7	1	5	5	4	2	4.68
mol381	CC1=CC(O)C2NC2C1(O)C=C	9	1	12	1	7	1	5	3	2	4	4.78
mol382	CC1(C=C)C2CC2CC1(N)CO	10	0	12	1	7	0	3	2	2	2	5.11
mol383	CC1=CC2CC1C2COCC=C	11	0	12	1	6	1	2	1	2	4	4.65
mol384	CC12CC(C=C)N1C1CC=CC1C2	12	1	13	1	11	1	1	1	5	4	4.77
mol385	CC(NC=O)C1=C(O)ON(C)C1=O	7	1	13	2	3	2	10	6	1	4	4.65
mol386	CC1=COC(CNC1=O)C(C)(C)O	9	1	13	1	6	1	7	4	4	3	4.24
mol387	CCC1=CC2CC11NC(=O)C2C1=C	11	1	13	2	10	1	3	2	3	5	3.91
mol388	CNC1CCCC(C1)N=C(C)NC	10	0	13	1	6	0	3	3	4	2	4.61
mol389	CN1NC(=N)C2=CC(Cl)=C(O)C=C12	8	2	13	1	5	5	5	4	3	6	3.90
mol390	NC1C2C(C=C)N2C2=C1C(=N)NC2	9	2	13	2	10	1	4	4	2	7	4.29
mol391	CCC(NC)(C#C)C1CCNN=C1	10	2	13	0	5	1	3	3	5	1	4.67
mol392	CCCC=C	5	0	5	1	0	0	0	0	0	0	6.00
mol393	CC=CC(C)(N)C1=COC(C)C1O	10	0	13	1	4	1	5	3	2	3	4.57
mol394	CN1CC1CCC(=C)CNNC=O	9	1	13	2	3	0	5	4	1	2	4.53
mol395	CC(C#N)C1CC=NOC1C(C)=O	9	1	13	1	5	1	6	4	4	2	4.51
mol396	CCC1C2=NC(=N)N=C2CCC1=C	10	2	13	2	8	2	3	3	4	5	3.66
mol397	CNCC=C	4	0	5	1	0	0	1	1	0	0	5.58
mol398	CC1(O)CNC2C3CNC1C23C#C	10	2	13	0	11	0	4	3	4	3	4.77
mol399	CC1=C2OC(ONC=O)=NC2=CO1	7	1	13	1	5	4	10	6	4	4	4.41
mol400	CCN1C=NC2(CC)CC=CC1C2	11	2	13	0	8	2	2	2	6	2	4.61
mol401	CC(=NO)C1=CC2COCC1C2O	9	0	13	1	8	1	7	4	4	4	4.04
mol402	CCNC1C2CC3C1N1CC1CN23	10	2	13	0	13	0	3	3	3	7	5.25
mol403	CCC	3	0	3	0	0	0	0	0	0	0	7.70
mol404	CN=C1C=CNN=C2N1OCC2=C	8	3	13	2	9	2	6	5	6	4	3.50
mol405	CC1(CC1)N1CC2=NSN(O)C2=N1	7	4	13	0	10	2	6	5	6	4	3.53
mol406	CN1CC(C)=C(C(O)C#C)C1=N	9	1	12	1	4	1	4	3	1	4	4.41
mol407	CC1C2NC2C(N)(CC11CC1)C#C	11	1	13	0	11	0	2	2	4	3	5.26
mol408	CC12C=C3C4C(C14)N1CC3CC21	11	1	12	0	14	1	1	1	3	7	3.62
mol409	CCC(OC(C)=C)C1=C(C)ON=C1	10	1	13	1	3	2	5	3	3	2	4.61
mol410	CN1N=COCCC1(CC=C)C=O	9	2	13	2	6	1	6	4	5	1	4.05
mol411	CC=C1C2C3N2CC2CC1C32C=C	12	1	13	2	12	0	1	1	2	6	4.58
mol412	C#CC1NC23CC1NC2CC1OC31	10	2	13	0	14	0	4	3	5	5	5.22
mol413	C=C1C=CC2=C1N1C(=O)NC=C1O2	9	2	13	2	7	6	6	4	5	6	3.04
mol414	CC(C)NC1C(CO)CN(N)C1=O	8	1	13	1	5	0	7	5	1	4	4.76
mol415	COC	2	0	3	0	0	0	2	1	0	0	7.33
mol416	COC1OC(C)=CC2CC(C)C12	10	0	12	0	8	1	4	2	3	5	5.22
mol417	CCCC	4	0	4	0	0	0	0	0	0	0	7.45
mol418	CC1C2C1C(C=C)C1(N)CC1C2O	11	0	13	1	10	0	3	2	1	6	4.88
mol419	CC1C2OC(C)=NOC2ON1C=O	7	2	13	1	9	1	10	6	4	5	4.89
mol420	CCC=C	4	0	4	1	0	0	0	0	0	0	6.17
mol421	CCCC1(C)COC=CC=NOC1	10	1	13	0	7	2	5	3	8	0	4.27
mol422	OCC1CN1	3	1	5	0	3	0	3	2	2	1	6.37
mol423	C1C2CNCC34CC=CC3CNC124	11	2	13	0	15	1	2	2	9	2	4.74
mol424	CC1C2=NNC1(C)CNCCOC2	9	3	13	0	11	1	5	4	8	2	4.12
mol425	CCC(C(C)N)C(CO)C1(C)CC1	11	0	13	0	3	0	3	2	2	0	5.49
mol426	CCCC=C1C=CCN=CNC1=N	10	2	13	2	6	2	3	3	6	2	3.88
mol427	CC(=C)C1C2C(CN)NC(=NO)N12	8	2	13	2	7	0	6	5	1	5	4.48
mol428	CN(C1C=CC(=C)NC1=O)C(C)=O	9	1	13	3	5	1	6	4	3	3	3.94
mol429	CC1=CC(C)(CO1)C#CC=NO	9	0	12	1	4	1	5	3	3	1	3.99
mol430	CC(=CCC1(C)CC1CN)C(N)=N	10	0	13	2	3	0	3	3	1	1	4.54
mol431	CCC1=C(N=CN1NC=O)C#N	7	2	12	1	3	2	6	5	2	3	4.76
mol432	CN1CC=CC(ON=C1)C=CCO	9	2	13	1	6	2	6	4	6	2	4.36
mol433	CN1C=NN=C(CC(O)C1=C)C#N	8	3	13	1	6	2	6	5	4	4	3.89
mol434	CC(=O)C1CC2CC(CO2)C1O	9	0	12	1	9	0	6	3	4	4	4.73
mol435	NN=COC1=CN=CC(Cl)=C1	6	1	11	1	3	3	5	4	4	2	4.23
mol436	CC1N2CC2C(OC11CC1)=CC=O	10	1	13	2	11	0	5	3	4	4	4.27
mol437	CCC=CC1N(N)C=NC1(C)C	9	2	12	1	4	1	3	3	2	2	4.74
mol438	CCC1=NOC(C)(CNC=O)ON1	7	2	13	1	5	1	9	6	4	1	4.83
mol439	CCC1=C(C(C)C)C(=O)NC1=NN	9	1	13	2	4	1	5	4	1	4	3.93
mol440	CC1CC2(CCN)CC2(N1)C1CC1	11	1	13	0	10	0	2	2	5	2	5.11
mol441	CC(=O)C1(CCCC1=C)NC(N)=N	9	0	13	3	5	0	5	4	3	1	4.10
mol442	CNC(C)C1=COC2CC(O)C2O1	9	0	13	0	8	1	7	4	4	4	4.98
mol443	CN1C=C2C(N)C=C(C)N2C1=O	8	2	12	1	6	3	5	4	2	6	4.22
mol444	CC1CC(CC1NC(N)=N)C=NO	8	0	13	2	5	0	6	5	2	3	4.54
mol445	N#CC1CN1	3	1	5	0	3	0	2	2	2	1	6.28
mol446	OCCC#C	4	0	5	0	0	0	2	1	0	0	6.39
mol447	C#CC12C3CC3CC3NCC1CC23	12	1	13	0	14	0	1	1	5	5	5.40
mol448	CNS(=O)(=O)C(CC=C)C(=C)C=O	8	0	13	5	0	0	7	4	0	0	3.99
mol449	CCC1(CC1)N1CCC(=CC)C1=N	11	1	13	2	8	0	2	2	4	3	4.30
mol450	CC#CC1C(O)C=CC1C(C)C	11	0	12	0	4	1	2	1	2	3	5.00
mol451	CC1OC(C)C1C(NC=O)C1CC1	10	0	13	1	7	0	5	3	3	4	5.11
mol452	C=CC(C1CC1)N(C=CC=O)N=C	10	0	13	4	3	0	4	3	2	1	4.02
mol453	O=CC1CCC(=O)C2CC2OC1	9	0	12	2	10	0	6	3	5	4	4.33
mol454	CC1(O)C2CC1(CC(O)CN)OC2	9	0	13	0	7	0	7	4	3	1	5.23
mol455	C=CC1=CC2C=NNCC2COC1	10	2	13	1	10	2	4	3	8	3	4.08
mol456	CC1OC1C(C)=C(C)C(O)C=O	9	0	12	2	3	0	6	3	1	2	4.10
mol457	CN=C1NOC2CC1NC2C(C)O	8	2	13	1	9	0	7	5	4	4	4.60
mol458	CC12C=CCC(=C)C1NC1CC2C1	12	1	13	1	12	1	1	1	6	4	3.75
mol459	C=CC1CC2CC3(CN3)C3OC1C23	11	1	13	1	14	0	3	2	5	5	4.79
mol460	CCC1=COCC(C)C11CC(=O)N1	10	1	13	1	9	1	5	3	5	3	4.86
mol461	CC(O)CNC1=CN=NC2=C1NC2	8	3	13	0	6	3	6	5	5	3	4.36
mol462	CN1C(N)=CC(C)=C(CCO)C1=N	9	1	13	1	3	3	5	4	1	5	3.81
mol463	CC(C)=C(C)C1CN(OC=O)C1=O	9	1	13	3	4	0	7	4	1	3	4.50
mol464	CC12CC3(C)C(NC1)C1COC3C21	11	1	13	0	14	0	3	2	5	4	5.37
mol465	CC1C2OC22C(=O)CNC2(C)C1=C	10	1	13	2	11	0	5	3	3	4	4.23
mol466	CNCC1(N)C(=C)C2OC2C1=NO	8	0	13	2	7	0	7	5	1	4	4.51
mol467	CC1NC2(CNNC=O)CC1(C)C2	9	1	13	1	7	0	5	4	3	1	4.83
mol468	CC(CC=C)C=NNC(=S)NO	7	0	12	3	0	0	5	4	0	0	4.28
mol469	CN1CC2CC2(C)C(O)C2NCC12	10	2	13	0	12	0	4	3	4	5	5.27
mol470	CC12C3CC4CC1C(=O)NC2C4C3	11	1	13	1	14	0	3	2	4	6	4.15
mol471	CC12CC(O)(C1)C1(CC1)N2CC=C	11	1	13	1	10	0	3	2	4	1	4.63
mol472	CCC12CC(O)C3C1NC2C3(C)C	11	1	13	0	10	0	3	2	2	4	5.60
mol473	CCC(N)=O	3	0	5	1	0	0	3	2	0	0	6.52
mol474	NCC1=COC2(CNC2)C1C#C	9	1	12	0	8	1	4	3	5	2	4.65
mol475	CC(C)=C	4	0	4	1	0	0	0	0	0	0	6.03
mol476	CC(O)CN	3	0	5	0	0	0	3	2	0	0	6.44
mol477	CC1(C)OC23C=NOC2OC2C1C32	9	1	13	0	13	1	7	4	5	4	4.75
mol478	CNCC1C(N)CC(=CC)C1OC	10	0	13	1	5	0	4	3	1	4	4.52
mol479	CC1CC2=C(CCC2OC=O)CN1	10	1	13	1	9	1	5	3	5	4	4.75
mol480	CC1(NN=C)C=CCC(=C)C2OC12	10	0	13	2	8	1	4	3	4	3	4.45
mol481	CN=C(C)N1NC(CO)CC2CC12	9	2	13	1	8	0	5	4	3	4	4.70
mol482	CC1=C(SC(=O)S1)C1CC1NC=N	8	0	13	2	6	2	4	3	3	5	4.11
mol483	NC(=O)C1(CCCC1)N(O)C=N	7	0	12	2	5	0	7	5	4	0	4.98
mol484	C=CC12NC(=N)NCC11COCC21	9	2	13	2	12	0	5	4	6	2	4.55
mol485	CC1CC(C2CNC2)=C2C=NNC12	10	3	13	0	11	2	3	3	7	5	3.84
mol486	CC=NN=C1ON(O)C(CCN)=C1	7	1	13	2	3	2	8	6	2	3	3.80
mol487	COCC=C	4	0	5	1	0	0	2	1	0	0	5.66
mol488	CN=C1CC(N)=CC(=O)N=CN1C	8	2	13	2	6	2	6	5	4	4	4.01
mol489	CC1CC2C(CCC2=C1)OC=O	10	0	12	1	8	1	4	2	4	4	4.89
mol490	CC=C1CC2CC3C1CC(N)C23O	11	0	13	1	11	0	3	2	3	5	4.80
mol491	CCN1C(C)CCC2=COC=CC12	11	1	13	0	9	2	3	2	6	4	4.46
mol492	CCOCC1C(=O)NC=C1CC=O	9	1	13	2	4	1	7	4	2	3	4.13
mol493	CCC(C)(CC#N)CC(N)=CC#N	10	0	13	1	0	0	3	3	0	0	4.69
mol494	OC(C#C)C(=N)NC1=C(O)SN=C1	7	1	13	1	3	2	7	5	3	2	4.31
mol495	CC(NC=N)C1=CC(CN)=C(C)N1	9	1	13	1	3	2	4	4	2	3	4.55
mol496	OC1C(O)C11C(=C)COCS1(=O)=O	7	0	13	3	9	0	10	5	3	3	4.41
mol497	C=COC=CCNCC1CON=C1	9	1	13	2	4	1	6	4	4	1	4.15
mol498	CC(C)(NN=C)C(C=O)(C#C)C#N	9	0	13	2	0	0	5	4	0	0	4.14
mol499	NC(=N)CC1=CC2NC2(CC=C)C1	10	1	13	2	6	1	3	3	3	2	4.41
mol500	CC=CC1(CN)C2CC1(C)CO2	10	0	12	1	7	0	3	2	3	1	4.81
mol501	CC(C)C12CC3(C)CC(=CO1)C2N3	11	1	13	0	10	1	3	2	5	2	4.29
mol502	CC1(C#C)C2CC1C1CC1C=NN2	11	2	13	0	11	1	2	2	5	4	4.58
mol503	CC1=CCCC2(N)CNC1C(=C)C2	11	1	13	1	10	1	2	2	6	3	4.35
mol504	CC1NC1C(=C)C1CC(O)C=C1	10	1	12	1	7	1	3	2	4	4	4.52
mol505	CC12CCC3(CC(=O)C3)C1N=CN2	10	2	13	1	12	1	4	3	7	2	4.31
mol506	CC=C1OC2C=CCN3CC2(N)C13	10	1	13	1	11	1	4	3	5	4	3.81
mol507	CC12CCCC(N)C(C)(O1)C2O	9	0	12	0	9	0	5	3	4	2	5.14
mol508	CC1C2CN1CC(C)(N)CN2N=C	9	2	13	1	9	0	4	4	3	4	4.29
mol509	CC1C2C3CC1C1CC3(CN)C2N1	11	1	13	0	13	0	2	2	3	6	5.34
mol510	CCN1C(CC2=C1N(N)N=N2)C#C	8	4	13	0	7	2	5	5	3	5	4.55
mol511	CC(=C)C(C(O)C#C)C(NN)=NN	8	0	13	2	0	0	6	5	0	0	4.61
mol512	CCC1NCC2(OCOC12C)C=C	10	1	13	1	9	0	5	3	5	1	4.66
mol513	OCC1=CC2=CN=NN2CC1O	7	3	12	0	7	3	7	5	5	4	4.23
mol514	CC1(N)CC(NO)=NC2=CSC=C12	8	1	13	0	7	3	5	4	5	3	4.11
mol515	CCCC12CC1C1(C)NC2C1CO	11	1	13	0	9	0	3	2	2	3	5.62
mol516	CN1CC1C(C)=C1CNCCC1N	10	2	13	1	9	0	3	3	5	4	4.42
mol517	CC1CC(CO)(CONC1=O)C=O	8	1	13	2	7	0	9	5	4	2	4.31
mol518	CCC(C#N)C1NC2CC1N1CC21	10	2	13	0	10	0	3	3	3	5	5.54
mol519	CC(N)C1CC(C1)OCC1(C)CC1	11	0	13	0	7	0	3	2	4	2	5.46
mol520	C#CC(C#N)C12CN1CC=CC2	10	1	12	0	7	1	2	2	5	1	4.93
mol521	CC(CN(C)C)C1(C)NCC1C#C	11	1	13	0	4	0	2	2	2	1	4.79
mol522	CC1C(COC(C)=O)C1C(O)=O	8	0	12	2	3	0	8	4	0	3	5.07
mol523	N=C1NC(=O)N(O1)C1CCC1=O	6	2	12	3	7	2	9	6	4	5	4.22
mol524	CNCC(C)C1=C(O)SN=C1NC	8	1	13	0	3	2	5	4	2	3	4.41
mol525	CC=NNCC(OC=O)=C(C)C#C	9	0	13	3	0	0	6	4	0	0	4.00
mol526	CC12CC3C4C5CNC(C5C4N1)C23	11	2	13	0	16	0	2	2	4	7	5.09
mol527	NCC12CC(C=C(O1)C#C)C2O	9	0	12	0	7	1	5	3	3	3	4.15
mol528	CC1CNCC#CC2=CCOC2O1	10	1	13	0	11	1	5	3	9	3	4.06
mol529	C=C1CNN=CC2C=CC(C1)C2=O	10	2	13	2	10	2	4	3	7	4	4.28
mol530	C=C1COC2C3(NCC=CC123)C=O	10	1	13	2	11	1	5	3	6	2	3.93
mol531	CCC(OCS(N)(=O)=O)C(C)=C	7	0	12	3	0	0	7	4	0	0	4.99
mol532	CN1CC2C3CN2CCC(CO)C13	10	2	13	0	12	0	4	3	4	6	4.88
mol533	CC1CC2CC(CN1C2C)C(O)=O	10	1	13	1	9	0	5	3	3	5	4.91
mol534	CNC1CC2NC(CNC2=O)C1C	9	2	13	1	10	0	5	4	4	5	4.60
mol535	CC1(C)C2C3ON=CC3=CC(=N)N12	9	2	13	1	10	2	5	4	4	5	3.81
mol536	OC1C2CC1NCC(=C)C2	8	1	10	1	9	0	3	2	4	4	5.01
mol537	CNC(C)C1=C2C(ON=C2C)C=C1	10	1	13	0	6	3	4	3	4	4	3.62
mol538	CC(C)C#CC1NC(C=C1)C(C)=C	12	1	13	1	4	1	1	1	3	2	4.60
mol539	CCC1(C)OCC2(N)C(O)C12CN	9	0	13	0	7	0	6	4	2	1	5.14
mol540	NC1C=NNC2C=COCC12O	7	2	12	0	9	2	7	5	7	2	3.88
mol541	ON1C(=O)C2OCC=C2C1=C	7	1	11	2	8	1	7	4	3	5	4.17
mol542	CC1C2COC(CC2N)C1OC=C	10	0	13	1	9	0	5	3	3	5	4.78
mol543	CC1(C)C(N)C2=CNN=C2C1(C)O	9	2	13	0	7	2	5	4	3	3	4.88
mol544	CC(O)C12OCCC1=NOC2C#N	8	1	13	0	8	1	8	5	5	2	4.72
mol545	CCC12C=CC(=C)C1C2C(=C)C#N	12	0	13	2	6	1	1	1	2	3	4.14
mol546	O=CC1=CCN2C1CS2(=O)=O	6	1	11	3	7	1	7	4	3	3	4.05
mol547	CC12C=CC34CC11NCC3C1CC24	12	1	13	0	15	1	1	1	6	3	3.89
mol548	CC1=C(C=CCN)C=CC(=O)C=C1	11	0	13	2	4	3	3	2	4	3	3.24
mol549	NC1C2CC3OC1C2C3C1CO1	9	0	12	0	13	0	5	3	4	7	5.62
mol550	OC12C3CC1C(C3)NC2C1CN1	9	2	12	0	13	0	4	3	5	5	5.40
mol551	CC1CC1C(C)(C)C(N)C1CC1N	11	0	13	0	6	0	2	2	2	4	5.35
mol552	CC1C2CC34CC(NCC3C12)C=C4	12	1	13	0	14	1	1	1	6	5	4.67
mol553	OCC1=CC(CC1=O)S(=O)(=O)CO	7	0	13	3	4	1	10	5	2	3	4.11
mol554	NC(=N)C=C(C#C)C#CC=C	9	0	11	3	0	0	2	2	0	0	3.42
mol555	NC(CO)C12CC1NC1CCC21	9	1	12	0	10	0	4	3	4	3	4.79
mol556	CC1=CC(=O)N2C(SN=C12)=NC=O	7	2	13	3	6	3	7	5	3	5	3.75
mol557	CN1CC(=C)C2CC2(O)C1CC=O	10	1	13	2	8	0	5	3	2	4	4.04
mol558	C1CC2=NC3=C(CON=CCN3)N12	8	4	13	0	12	3	6	5	9	4	3.96
mol559	CC(=C)C=CC1CC2(C)CN2C=N1	11	2	13	2	7	1	2	2	4	2	4.19
mol560	CC(C=O)C1ON=C2N=C(C)NC12	8	3	13	1	7	2	7	5	4	4	4.06
mol561	O=C1CCC2C1CN=C2N1CC1	9	2	12	1	11	1	4	3	6	5	4.48
mol562	CC(C)(C)C(C=C)C(N)(CN)C=C	11	0	13	2	0	0	2	2	0	0	4.62
mol563	CC1(CC=C(CC=O)C(=N)N1)C#C	10	1	13	2	5	1	4	3	3	2	4.08
